placement,match_id,augment0,augment1,augment2,Set7_Assassin,Set7_Astral,Set7_Bard,Set7_Bruiser,Set7_Cannoneer,Set7_Cavalier,Set7_Dragon,Set7_Dragonmancer,Set7_Evoker,Set7_Guardian,Set7_Guild,Set7_Jade,Set7_Legend,Set7_Mage,Set7_Mirage,Set7_Mystic,Set7_Ragewing,Set7_Revel,Set7_Scalescorn,Set7_Shapeshifter,Set7_Shimmerscale,Set7_SpellThief,Set7_Starcaller,Set7_Swiftshot,Set7_Tempest,Set7_Trainer,Set7_Warrior,Set7_Whispers,TFT7_Aatrox,TFT7_Aatrox_item0,TFT7_Aatrox_item1,TFT7_Aatrox_item2,TFT7_Anivia,TFT7_Anivia_item0,TFT7_Anivia_item1,TFT7_Anivia_item2,TFT7_AoShin,TFT7_AoShin_item0,TFT7_AoShin_item1,TFT7_AoShin_item2,TFT7_Ashe,TFT7_Ashe_item0,TFT7_Ashe_item1,TFT7_Ashe_item2,TFT7_AurelionSol,TFT7_AurelionSol_item0,TFT7_AurelionSol_item1,TFT7_AurelionSol_item2,TFT7_Bard,TFT7_Bard_item0,TFT7_Bard_item1,TFT7_Bard_item2,TFT7_Braum,TFT7_Braum_item0,TFT7_Braum_item1,TFT7_Braum_item2,TFT7_Corki,TFT7_Corki_item0,TFT7_Corki_item1,TFT7_Corki_item2,TFT7_Diana,TFT7_Diana_item0,TFT7_Diana_item1,TFT7_Diana_item2,TFT7_DragonBlue,TFT7_DragonBlue_item0,TFT7_DragonBlue_item1,TFT7_DragonBlue_item2,TFT7_DragonGold,TFT7_DragonGold_item0,TFT7_DragonGold_item1,TFT7_DragonGold_item2,TFT7_DragonGreen,TFT7_DragonGreen_item0,TFT7_DragonGreen_item1,TFT7_DragonGreen_item2,TFT7_DragonPurple,TFT7_DragonPurple_item0,TFT7_DragonPurple_item1,TFT7_DragonPurple_item2,TFT7_Elise,TFT7_Elise_item0,TFT7_Elise_item1,TFT7_Elise_item2,TFT7_Ezreal,TFT7_Ezreal_item0,TFT7_Ezreal_item1,TFT7_Ezreal_item2,TFT7_Gnar,TFT7_Gnar_item0,TFT7_Gnar_item1,TFT7_Gnar_item2,TFT7_Hecarim,TFT7_Hecarim_item0,TFT7_Hecarim_item1,TFT7_Hecarim_item2,TFT7_Heimerdinger,TFT7_Heimerdinger_item0,TFT7_Heimerdinger_item1,TFT7_Heimerdinger_item2,TFT7_Illaoi,TFT7_Illaoi_item0,TFT7_Illaoi_item1,TFT7_Illaoi_item2,TFT7_Jinx,TFT7_Jinx_item0,TFT7_Jinx_item1,TFT7_Jinx_item2,TFT7_Karma,TFT7_Karma_item0,TFT7_Karma_item1,TFT7_Karma_item2,TFT7_Kayn,TFT7_Kayn_item0,TFT7_Kayn_item1,TFT7_Kayn_item2,TFT7_LeeSin,TFT7_LeeSin_item0,TFT7_LeeSin_item1,TFT7_Leona,TFT7_Leona_item0,TFT7_Leona_item1,TFT7_Leona_item2,TFT7_Lillia,TFT7_Lillia_item0,TFT7_Lillia_item1,TFT7_Lillia_item2,TFT7_Lulu,TFT7_Lulu_item0,TFT7_Lulu_item1,TFT7_Lulu_item2,TFT7_Nami,TFT7_Nami_item0,TFT7_Nami_item1,TFT7_Nami_item2,TFT7_Neeko,TFT7_Neeko_item0,TFT7_Neeko_item1,TFT7_Neeko_item2,TFT7_Nunu,TFT7_Nunu_item0,TFT7_Nunu_item1,TFT7_Nunu_item2,TFT7_Olaf,TFT7_Olaf_item0,TFT7_Olaf_item1,TFT7_Olaf_item2,TFT7_Ornn,TFT7_Ornn_item0,TFT7_Ornn_item1,TFT7_Ornn_item2,TFT7_Pyke,TFT7_Pyke_item0,TFT7_Pyke_item1,TFT7_Pyke_item2,TFT7_Qiyana,TFT7_Qiyana_item0,TFT7_Qiyana_item1,TFT7_Qiyana_item2,TFT7_Ryze,TFT7_Ryze_item0,TFT7_Ryze_item1,TFT7_Ryze_item2,TFT7_Sejuani,TFT7_Sejuani_item0,TFT7_Sejuani_item1,TFT7_Sejuani_item2,TFT7_Senna,TFT7_Senna_item0,TFT7_Senna_item1,TFT7_Sett,TFT7_Sett_item0,TFT7_Sett_item1,TFT7_Sett_item2,TFT7_Shen,TFT7_Shen_item0,TFT7_Shen_item1,TFT7_Shen_item2,TFT7_Shyvana,TFT7_Shyvana_item0,TFT7_Shyvana_item1,TFT7_Shyvana_item2,TFT7_Skarner,TFT7_Skarner_item0,TFT7_Skarner_item1,TFT7_Skarner_item2,TFT7_Sona,TFT7_Sona_item0,TFT7_Sona_item1,TFT7_Sona_item2,TFT7_Soraka,TFT7_Soraka_item0,TFT7_Soraka_item1,TFT7_Soraka_item2,TFT7_Swain,TFT7_Swain_item0,TFT7_Swain_item1,TFT7_Swain_item2,TFT7_Sylas,TFT7_Sylas_item0,TFT7_Sylas_item1,TFT7_Sylas_item2,TFT7_TahmKench,TFT7_TahmKench_item0,TFT7_TahmKench_item1,TFT7_TahmKench_item2,TFT7_Talon,TFT7_Talon_item0,TFT7_Talon_item1,TFT7_Talon_item2,TFT7_Taric,TFT7_Taric_item0,TFT7_Taric_item1,TFT7_Taric_item2,TFT7_Thresh,TFT7_Thresh_item0,TFT7_Thresh_item1,TFT7_Thresh_item2,TFT7_TrainerDragon,TFT7_TrainerDragon_item0,TFT7_TrainerDragon_item1,TFT7_TrainerDragon_item2,TFT7_Tristana,TFT7_Tristana_item0,TFT7_Tristana_item1,TFT7_Tristana_item2,TFT7_Twitch,TFT7_Twitch_item0,TFT7_Twitch_item1,TFT7_Varus,TFT7_Varus_item0,TFT7_Varus_item1,TFT7_Varus_item2,TFT7_Vladimir,TFT7_Vladimir_item0,TFT7_Vladimir_item1,TFT7_Vladimir_item2,TFT7_Volibear,TFT7_Volibear_item0,TFT7_Volibear_item1,TFT7_Volibear_item2,TFT7_Xayah,TFT7_Xayah_item0,TFT7_Xayah_item1,TFT7_Xayah_item2,TFT7_Yasuo,TFT7_Yasuo_item0,TFT7_Yasuo_item1,TFT7_Yasuo_item2,TFT7_Yone,TFT7_Yone_item0,TFT7_Yone_item1,TFT7_Yone_item2,TFT7_Zoe,TFT7_Zoe_item0,TFT7_Zoe_item1,TFT7_Zoe_item2
5,NA1_4386874355,TFT6_Augment_LudensEcho3,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_Meditation2,,,1.0,1.0,,,1.0,,,,1.0,,0.0,1.0,,0.0,,,,,0.0,1.0,,,2.0,,,0.0,,,,,,,,,1.0,ArchangelsStaff,MageEmblemItem,HextechGunblade,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,ChainVest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,GargoyleStoneplate,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,StatikkShiv,ZekesHerald,JeweledGauntlet
7,NA1_4386874355,TFT7_Augment_LivingForge,TFT6_Augment_CelestialBlessing2,TFT6_Augment_CyberneticImplants2,,,,,2.0,,1.0,,1.0,1.0,,,,,,0.0,,2.0,0.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,OrnnTheCollector,ShimmerscaleDravensAxe,UnstableConcoction,,,,,,,,,2.0,RedBuff,FrozenHeart,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,ZekesHerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OrnnZhonyasParadox,JeweledGauntlet,Zephyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,2.0,ThiefsGloves,Morellonomicon,IonicSpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NA1_4386942591,TFT7_Augment_UrfsGrabBag1,TFT7_Augment_UrfsGrabBag2,TFT7_Augment_ShimmerscaleEmblem,0.0,,1.0,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,ShimmerscaleEmblemItem,GuinsoosRageblade,ShimmerscaleDravensAxe,,,,,,,,,,,,,,,,,2.0,ShimmerscaleMogulsMail,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,Morellonomicon,GuardianAngel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ArchangelsStaff,Shroud,Redemption,2.0,ShimmerscaleEmblemItem,SpearOfShojin,ShimmerscaleHeartOfGold,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,1.0,GargoyleStoneplate,ZekesHerald,ZekesHerald,,,,,2.0,GuardianEmblemItem,ShimmerscaleEmblemItem,FrozenHeart,,,,,2.0,ShimmerscaleDiamondHands,ShimmerscaleCrownOfChampions,DragonsClaw
8,NA1_4386942591,TFT7_Augment_ClutteredMind,TFT6_Augment_CelestialBlessing3,TFT6_Augment_Recombobulator,0.0,,1.0,1.0,,1.0,,0.0,,,3.0,,,1.0,0.0,0.0,1.0,,0.0,,,,,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SpearOfShojin,UnstableConcoction,MadredsBloodrazor,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,ForceOfNature,,,,,,,2.0,RedBuff,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,GuardianAngel,UnstableConcoction,,,,,,,,,
5,NA1_4386942591,TFT6_Augment_TradeSector,TFT6_Augment_CelestialBlessing3,TFT6_Augment_SecondWind1,1.0,,,1.0,,1.0,,,,0.0,1.0,,,0.0,,,0.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,WarmogsArmor,InfinityEdge,MadredsBloodrazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,IonicSpark,MadredsBloodrazor,UnstableConcoction,,,,,,,,,,,,,,,,,3.0,UnstableConcoction,GuardianAngel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PowerGauntlet,Chalice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,NA1_4386942591,TFT6_Augment_TradeSector,TFT6_Augment_RadiantRelics,TFT7_Augment_GuardianTrait,,,1.0,,,,1.0,0.0,,1.0,1.0,1.0,,,1.0,0.0,,,,0.0,,,1.0,,2.0,,,,,,,,,,,,1.0,JeweledGauntlet,HextechGunblade,SeraphsEmbrace,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,MirageEmblemItem,,3.0,SunfireCapeRadiant,TitansResolve,BrambleVest,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,NA1_4386942591,TFT7_Augment_GadgetExpert,TFT7_Augment_BestFriends3,TFT6_Augment_ThrillOfTheHunt1,,1.0,,1.0,,,1.0,,2.0,,,0.0,0.0,1.0,,0.0,,0.0,,,0.0,1.0,,,0.0,0.0,,0.0,,,,,2.0,,,,,,,,,,,,2.0,UnstableConcoction,MageEmblemItem,JeweledGauntlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Zephyr,,,,,,,,,,,,,,,,,,,2.0,RedBuff,Bloodthirster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,StatikkShiv,Morellonomicon,GuinsoosRageblade,,,,,,,,,2.0,RedBuff,DragonsClaw,ChainVest,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Chalice,PowerGauntlet,Morellonomicon
4,NA1_4386942591,TFT7_Augment_GadgetExpert,TFT6_Augment_Electrocharge3,TFT6_Augment_Weakspot,,,1.0,,,,1.0,0.0,1.0,,1.0,2.0,0.0,,0.0,2.0,,,,1.0,,,1.0,,,0.0,0.0,,,,,,2.0,StatikkShiv,RabadonsDeathcap,GuinsoosRageblade,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,UnstableConcoction,Bloodthirster,InfinityEdge,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,TitanicHydra,GargoyleStoneplate,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Redemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,1.0,InfinityEdge,,,,,,,,,,
2,NA1_4386942591,TFT6_Augment_RichGetRicher,TFT6_Augment_Diversify3,TFT7_Augment_BandOfThieves1,1.0,1.0,1.0,1.0,,,1.0,,0.0,,1.0,0.0,0.0,1.0,,0.0,,,,,0.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,Bloodthirster,MageEmblemItem,UnstableConcoction,2.0,GuinsoosRageblade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,IonicSpark,,,2.0,RedBuff,Bloodthirster,LastWhisper,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PowerGauntlet,,,,,,,2.0,ThiefsGloves,DragonsClaw,Deathblade,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SeraphsEmbrace,RunaansHurricane,
6,NA1_4386942591,TFT6_Augment_SunfireBoard,TFT6_Augment_ItemGrabBag2,TFT7_Augment_BestFriends1,,,1.0,,1.0,,1.0,,1.0,0.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,TitanicHydra,,,,,,,1.0,ShimmerscaleDravensAxe,LastWhisper,GuinsoosRageblade,,,,,,,,,2.0,FrozenHeart,IonicSpark,Quicksilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Morellonomicon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,2.0,RunaansHurricane,InfinityEdge,Quicksilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,NA1_4386900044,TFT7_Augment_MikaelsGift,TFT6_Augment_PortableForge,TFT6_Augment_SecondWind2,0.0,,,2.0,,,1.0,,,,,0.0,0.0,0.0,,,0.0,,,1.0,,,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,OrnnInfinityForce,UnstableConcoction,Bloodthirster,2.0,Bloodthirster,GuinsoosRageblade,Quicksilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,GuinsoosRageblade,RedBuff,LocketOfTheIronSolari,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,Shroud,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,NA1_4386900044,TFT7_Augment_CannoneerHotShot,TFT7_Augment_CannoneerEmblem,TFT6_Augment_CyberneticImplants2,,,,,3.0,,1.0,,1.0,1.0,,,,,,0.0,,2.0,0.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,RapidFireCannon,MadredsBloodrazor,UnstableConcoction,,,,,,,,,2.0,DragonsClaw,ShimmerscaleHeartOfGold,FrozenHeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,MadredsBloodrazor,,,,,,,,,,,,,,,,,,,,,,1.0,ZekesHerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,CannoneerEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,2.0,Spatula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,NA1_4386900044,TFT6_Augment_Meditation2,TFT7_Augment_MageEmblem,TFT6_Augment_PortableForge,,0.0,1.0,1.0,,,1.0,,0.0,,1.0,,0.0,1.0,,2.0,,,,,,,,,2.0,1.0,,0.0,,,,,,,,,1.0,MageEmblemItem,Quicksilver,HextechGunblade,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,StatikkShiv,LocketOfTheIronSolari,SeraphsEmbrace,3.0,,,,,,,,,,,,,,,,1.0,TitanicHydra,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,GargoyleStoneplate,OrnnEternalWinter,,,,,,,,,,,,,,,,,4.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,NA1_4386900044,TFT7_Augment_SwiftshotPressTheAttack,TFT6_Augment_SalvageBin,TFT6_Augment_Diversify2,,1.0,,1.0,,,,,0.0,,2.0,,,1.0,,1.0,,,,,,,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,GargoyleStoneplate,Redemption,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,ThiefsGloves,RunaansHurricane,MadredsBloodrazor,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,2.0,,,3.0,GuinsoosRageblade,Deathblade,Quicksilver,,,,,,,,,,,,,,,,,,,,,,,,
8,NA1_4386900044,TFT7_Augment_TempestEmblem,TFT7_Augment_GadgetExpert,TFT7_Augment_TempestEyeOfTheStorm,1.0,,,1.0,,,,0.0,0.0,,,,0.0,1.0,,0.0,,,,,,,,0.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,StatikkShiv,ArchangelsStaff,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,SparringGloves,,,,,,,,,,1.0,SpearOfShojin,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,TempestEmblemItem,MageEmblemItem,ArchangelsStaff,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,DragonsClaw,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,,,,1.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NA1_4386900044,TFT6_Augment_Twins2,TFT6_Augment_Distancing2,TFT7_Augment_ScalescornEmblem,2.0,,,1.0,,1.0,,0.0,,,,,,0.0,1.0,,0.0,,2.0,,,,,,0.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,BrambleVest,FrozenHeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,AssassinEmblemItem,Bloodthirster,WarmogsArmor,,,,,,,,,,,,,,,,,2.0,RapidFireCannon,Bloodthirster,RunaansHurricane,,,,,2.0,,,,2.0,LocketOfTheIronSolari,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,1.0,CavalierEmblemItem,ScalescornEmblemItem,GuinsoosRageblade,1.0,,,,,,,
2,NA1_4386900044,TFT6_Augment_Electrocharge2,TFT7_Augment_GuardianHeroicPresence,TFT7_Augment_BigFriend2,0.0,,,1.0,,,,,,2.0,,,,,1.0,,0.0,,1.0,,0.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,RedBuff,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,ZekesHerald,,,,,,,1.0,UnstableConcoction,,,,,,,,,,,,,,,,,,,,,,2.0,GuardianEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RapidFireCannon,JeweledGauntlet,GuardianAngel,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,MadredsBloodrazor,Quicksilver,GuinsoosRageblade,,,,
4,NA1_4386900044,TFT6_Augment_ClearMind,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_Diversify2,,,,1.0,3.0,,1.0,,1.0,,,,,0.0,,0.0,,2.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GuinsoosRageblade,MadredsBloodrazor,InfinityEdge,,,,,,,,,,,,,,,,,2.0,RedBuff,TitansResolve,Bloodthirster,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,LocketOfTheIronSolari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Quicksilver,CannoneerEmblemItem,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,NA1_4386930160,TFT6_Augment_MakeshiftArmor2,TFT7_Augment_LategameSpecialist,TFT6_Augment_CelestialBlessing2,,,1.0,,,,1.0,0.0,0.0,0.0,1.0,3.0,0.0,,,1.0,,,,1.0,,,1.0,0.0,,,,,,,,,2.0,JeweledGauntlet,Morellonomicon,Zephyr,,,,,2.0,ZekesHerald,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,RunaansHurricane,InfinityEdge,Bloodthirster,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,IonicSpark,NegatronCloak,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,NA1_4386930160,TFT6_Augment_Ascension,TFT6_Augment_SecondWind1,TFT6_Augment_SecondWind2,,1.0,,1.0,,,,0.0,0.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,FrozenHeart,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,Shroud,,,3.0,StatikkShiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FrozenHeart,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,,,,,2.0,,,3.0,Quicksilver,RunaansHurricane,Deathblade,,,,,,,,,,,,,,,,,,,,,,,,
8,NA1_4386930160,TFT6_Augment_ThreesCompany,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_TomeOfTraits1,,,,0.0,,,,2.0,1.0,,,1.0,1.0,,,,0.0,,,,0.0,,,0.0,1.0,,,,,,,,1.0,DragonmancerEmblemItem,,,,,,,2.0,StatikkShiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,EvokerEmblemItem,SeraphsEmbrace,,,,,,,,,,,,,,,,,,,,,3.0,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,3.0,GuinsoosRageblade,Bloodthirster,GuardianAngel,,,,,,,,,,,,,,,,
7,NA1_4386930160,TFT6_Augment_PortableForge,TFT6_Augment_ItemGrabBag1,TFT7_Augment_JadeTrait,,,,,,,1.0,0.0,0.0,1.0,,3.0,0.0,,,0.0,,,,1.0,,,,,,,,,,,,,3.0,UnstableConcoction,StatikkShiv,HextechGunblade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,InfinityEdge,GuardianAngel,GuinsoosRageblade,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,GuardianEmblemItem,Redemption,OrnnAnimaVisage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NA1_4386930160,TFT7_Augment_Bloodlust1,TFT6_Augment_Featherweights1,TFT6_Augment_MakeshiftArmor2,,,1.0,0.0,,,1.0,0.0,0.0,0.0,1.0,,,,4.0,1.0,,,0.0,,0.0,,,,,0.0,2.0,,3.0,Zephyr,Shroud,Redemption,,,,,,,,,,,,,,,,,1.0,MirageEmblemItem,,,,,,,,,,,,,,,1.0,Morellonomicon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,RunaansHurricane,MirageEmblemItem,Bloodthirster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,1.0,BrambleVest,,,3.0,UnstableConcoction,GuinsoosRageblade,Quicksilver,,,,
